"Additional File 2. COGs present in the seven E. faecium genomes"
,,,
,,,,,,"Strainsb",,,
"EfmE1162_0143","COG1597","IR","Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase"
"EfmE1162_0211","COG1597","IR","Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase"
"EfmE1162_0658","COG1597","IR","Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase"
"EfmE1162_2585","COG1597","IR","Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase"
"EfmE1162_2235","COG1600","C","Uncharacterized Fe-S protein"
"EfmE1162_0080","COG1609","K","Transcriptional regulators"
"EfmE1162_0095","COG1609","K","Transcriptional regulators"
"EfmE1162_0189","COG1609","K","Transcriptional regulators"
"EfmE1162_0240","COG1609","K","Transcriptional regulators"
"EfmE1162_0541","COG1609","K","Transcriptional regulators"
"EfmE1162_0554","COG1609","K","Transcriptional regulators"
"EfmE1162_0653","COG1609","K","Transcriptional regulators"
"EfmE1162_1445","COG1609","K","Transcriptional regulators"
"EfmE1162_1489","COG1609","K","Transcriptional regulators"
"EfmE1162_1560","COG1609","K","Transcriptional regulators"
"EfmE1162_1637","COG1609","K","Transcriptional regulators"
"EfmE1162_1651","COG1609","K","Transcriptional regulators"
"EfmE1162_2133","COG1609","K","Transcriptional regulators"
"EfmE1162_2309","COG1609","K","Transcriptional regulators"
"EfmE1162_0116","COG1610","S","Uncharacterized conserved protein"
"EfmE1162_0193","COG1611","R","Predicted Rossmann fold nucleotide-binding protein"
"EfmE1162_0838","COG1619","V","Uncharacterized proteins, homologs of microcin C7 resistance protein MccF"
"EfmE1162_1446","COG1621","G","Beta-fructosidases (levanase/invertase)"
"EfmE1162_1455","COG1621","G","Beta-fructosidases (levanase/invertase)"
"EfmE1162_0479","COG1624","S","Uncharacterized conserved protein"
"EfmE1162_1685","COG1636","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_0939","COG1638","G","TRAP-type C4-dicarboxylate transport system, periplasmic component"
"EfmE1162_0696","COG1647","R","Esterase/lipase"
"EfmE1162_0477","COG1651","O","Protein-disulfide isomerase"
"EfmE1162_0536","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_0559","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_0639","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_0802","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_1645","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_2213","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_2311","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_2485","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_1731","COG1658","L","Small primase-like proteins (Toprim domain)"
"EfmE1162_0822","COG1660","R","Predicted P-loop-containing kinase"
"EfmE1162_2621","COG1666","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_0735","COG1668","CP","ABC-type Na+ efflux pump, permease component"
"EfmE1162_2128","COG1670","J","Acetyltransferases, including N-acetylases of ribosomal proteins"
"EfmE1162_0909","COG1671","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_1711","COG1674","D","DNA segregation ATPase FtsK/SpoIIIE and related proteins"
"EfmE1162_1834","COG1674","D","DNA segregation ATPase FtsK/SpoIIIE and related proteins"
"EfmE1162_2560","COG1674","D","DNA segregation ATPase FtsK/SpoIIIE and related proteins"
"EfmE1162_2650","COG1674","D","DNA segregation ATPase FtsK/SpoIIIE and related proteins"
"EfmE1162_1670","COG1680","V","Beta-lactamase class C and other penicillin binding proteins"
"EfmE1162_2282","COG1680","V","Beta-lactamase class C and other penicillin binding proteins"
"EfmE1162_0882","COG1682","GM","ABC-type polysaccharide/polyol phosphate export systems, permease component"
"EfmE1162_2577","COG1683","S","Uncharacterized conserved protein"
"EfmE1162_0447","COG1686","M","D-alanyl-D-alanine carboxypeptidase"
"EfmE1162_2518","COG1692","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_0203","COG1694","R","Predicted pyrophosphatase"
"EfmE1162_2092","COG1694","R","Predicted pyrophosphatase"
"EfmE1162_1465","COG1695","K","Predicted transcriptional regulators"
"EfmE1162_1479","COG1695","K","Predicted transcriptional regulators"
"EfmE1162_1794","COG1695","K","Predicted transcriptional regulators"
"EfmE1162_2038","COG1695","K","Predicted transcriptional regulators"
"EfmE1162_0261","COG1696","M","Predicted membrane protein involved in D-alanine export"
"EfmE1162_0118","COG1702","T","Phosphate starvation-inducible protein PhoH, predicted ATPase"
"EfmE1162_0008","COG1705","NU","Muramidase (flagellum-specific)"
"EfmE1162_0244","COG1705","NU","Muramidase (flagellum-specific)"
"EfmE1162_1800","COG1705","NU","Muramidase (flagellum-specific)"
"EfmE1162_2487","COG1705","NU","Muramidase (flagellum-specific)"
"EfmE1162_1543","COG1705; COG0739","NUM","Muramidase (flagellum-specific); Membrane proteins related to metalloendopeptidases"
"EfmE1162_1968","COG1713","H","Predicted HD superfamily hydrolase involved in NAD metabolism"
"EfmE1162_0485","COG1714","S","Predicted membrane protein/domain"
"EfmE1162_0872","COG1721","R","Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)"
"EfmE1162_1134","COG1722","L","Exonuclease VII small subunit"
"EfmE1162_0928","COG1732","M","Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)"
"EfmE1162_2137","COG1732; COG1174","ME","Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein); ABC-type proline/glycine betaine transport systems, permease component"
"EfmE1162_0204","COG1733","K","Predicted transcriptional regulators"
"EfmE1162_1767","COG1733","K","Predicted transcriptional regulators"
"EfmE1162_0106","COG1737","K","Transcriptional regulators"
"EfmE1162_0468","COG1737","K","Transcriptional regulators"
"EfmE1162_1160","COG1737","K","Transcriptional regulators"
"EfmE1162_1252","COG1737","K","Transcriptional regulators"
"EfmE1162_1958","COG1737","K","Transcriptional regulators"
"EfmE1162_1017","COG1739","S","Uncharacterized conserved protein"
"EfmE1162_1564","COG1744","R","Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein"
"EfmE1162_2418","COG1752","R","Predicted esterase of the alpha-beta hydrolase superfamily"
"EfmE1162_0176","COG1757","C","Na+/H+ antiporter"
"EfmE1162_1490","COG1757","C","Na+/H+ antiporter"
"EfmE1162_2424","COG1758","K","DNA-directed RNA polymerase, subunit K/omega"
"EfmE1162_0520","COG1760","E","L-serine deaminase"
"EfmE1162_0521","COG1760","E","L-serine deaminase"
"EfmE1162_0288","COG1762","GT","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1162_0465","COG1762","GT","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1162_1224","COG1762","GT","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1162_2027","COG1762","GT","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1162_0373","COG1764","O","Predicted redox protein, regulator of disulfide bond formation"
"EfmE1162_2226","COG1764","O","Predicted redox protein, regulator of disulfide bond formation"
"EfmE1162_2397","COG1767","H","Triphosphoribosyl-dephospho-CoA synthetase"
"EfmE1162_0271","COG1774","S","Uncharacterized homolog of PSP1"
"EfmE1162_0165","COG1780","F","Protein involved in ribonucleotide reduction"
"EfmE1162_2435","COG1792","M","Cell shape-determining protein"
"EfmE1162_0823","COG1794","M","Aspartate racemase"
"EfmE1162_1115","COG1799","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_0414","COG1801","S","Uncharacterized conserved protein"
"EfmE1162_0380","COG1802","K","Transcriptional regulators"
"EfmE1162_0970","COG1802","K","Transcriptional regulators"
"EfmE1162_2635","COG1802","K","Transcriptional regulators"
"EfmE1162_1736","COG1803","G","Methylglyoxal synthase"
"EfmE1162_0112","COG1806","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_1466","COG1811","R","Uncharacterized membrane protein, possible Na+ channel or pump"
"EfmE1162_1228","COG1819","GC","Glycosyl transferases, related to UDP-glucuronosyltransferase"
"EfmE1162_2501","COG1820","G","N-acetylglucosamine-6-phosphate deacetylase"
"EfmE1162_0627","COG1823","R","Predicted Na+/dicarboxylate symporter"
"EfmE1162_2372","COG1825","J","Ribosomal protein L25 (general stress protein Ctc)"
"EfmE1162_2363","COG1827","R","Predicted small molecule binding protein (contains 3H domain)"
"EfmE1162_2473","COG1828","F","Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component"
"EfmE1162_2121","COG1832","R","Predicted CoA-binding protein"
"EfmE1162_1339","COG1835","I","Predicted acyltransferases"
"EfmE1162_2570","COG1837","R","Predicted RNA-binding protein (contains KH domain)"
"EfmE1162_1598","COG1841","J","Ribosomal protein L30/L7E"
"EfmE1162_0013","COG1846","K","Transcriptional regulators"
"EfmE1162_0374","COG1846","K","Transcriptional regulators"
"EfmE1162_1395","COG1846","K","Transcriptional regulators"
"EfmE1162_1406","COG1846","K","Transcriptional regulators"
"EfmE1162_1442","COG1846","K","Transcriptional regulators"
"EfmE1162_1799","COG1846","K","Transcriptional regulators"
"EfmE1162_1983","COG1846","K","Transcriptional regulators"
"EfmE1162_1984","COG1846","K","Transcriptional regulators"
"EfmE1162_1939","COG1847","R","Predicted RNA-binding protein"
"EfmE1162_1211","COG1853","R","Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family"
"EfmE1162_2219","COG1853","R","Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family"
"EfmE1162_1040","COG1854","T","LuxS protein involved in autoinducer AI2 synthesis"
"EfmE1162_2267","COG1854","T","LuxS protein involved in autoinducer AI2 synthesis"
"EfmE1162_1547","COG1858","P","Cytochrome c peroxidase"
"EfmE1162_0936","COG1862","U","Preprotein translocase subunit YajC"
"EfmE1162_2233","COG1866","C","Phosphoenolpyruvate carboxykinase (ATP)"
"EfmE1162_0242","COG1869","G","ABC-type ribose transport system, auxiliary component"
"EfmE1162_2488","COG1876","M","D-alanyl-D-alanine carboxypeptidase"
"EfmE1162_1004","COG1878","R","Predicted metal-dependent hydrolase"
"EfmE1162_2462","COG1879","G","ABC-type sugar transport system, periplasmic component"
"EfmE1162_2124","COG1882","C","Pyruvate-formate lyase"
"EfmE1162_2341","COG1882","C","Pyruvate-formate lyase"
"EfmE1162_0172","COG1893","H","Ketopantoate reductase"
"EfmE1162_0986","COG1893","H","Ketopantoate reductase"
"EfmE1162_0056","COG1896","R","Predicted hydrolases of HD superfamily"
"EfmE1162_0887","COG1898","M","dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes"
"EfmE1162_1407","COG1902","C","NADH:flavin oxidoreductases, Old Yellow Enzyme family"
"EfmE1162_0551","COG1904","G","Glucuronate isomerase"
"EfmE1162_0099","COG1914","P","Mn2+ and Fe2+ transporters of the NRAMP family"
"EfmE1162_0532","COG1917","S","Uncharacterized conserved protein, contains double-stranded beta-helix domain"
"EfmE1162_1870","COG1918","P","Fe2+ transport system protein A"
"EfmE1162_2017","COG1921","E","Selenocysteine synthase [seryl-tRNASer selenium transferase]"
"EfmE1162_1991","COG1925","G","Phosphotransferase system, HPr-related proteins"
"EfmE1162_0171","COG1929","G","Glycerate kinase"
"EfmE1162_2318","COG1929","G","Glycerate kinase"
"EfmE1162_1511","COG1937","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_1780","COG1939","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_0073","COG1940","KG","Transcriptional regulator/sugar kinase"
"EfmE1162_0544","COG1940","KG","Transcriptional regulator/sugar kinase"
"EfmE1162_1013","COG1940","KG","Transcriptional regulator/sugar kinase"
"EfmE1162_1449","COG1940","KG","Transcriptional regulator/sugar kinase"
"EfmE1162_1921","COG1940","KG","Transcriptional regulator/sugar kinase"
"EfmE1162_1960","COG1942","R","Uncharacterized protein, 4-oxalocrotonate tautomerase homolog"
"EfmE1162_0308","COG1943","L","Transposase and inactivated derivatives"
"EfmE1162_1539","COG1943","L","Transposase and inactivated derivatives"
"EfmE1162_2215","COG1943","L","Transposase and inactivated derivatives"
"EfmE1162_2409","COG1947","I","4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase"
"EfmE1162_1039","COG1950","S","Predicted membrane protein"
"EfmE1162_0004","COG1956","T","GAF domain-containing protein"
"EfmE1162_0700","COG1957","F","Inosine-uridine nucleoside N-ribohydrolase"
"EfmE1162_1809","COG1959","K","Predicted transcriptional regulator"
"EfmE1162_0305","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1162_0399","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1162_1573","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1162_2645","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1162_2625","COG1968","V","Uncharacterized bacitracin resistance protein"
"EfmE1162_1774","COG1970","M","Large-conductance mechanosensitive channel"
"EfmE1162_0355","COG1972","F","Nucleoside permease"
"EfmE1162_0990","COG1974","KT","SOS-response transcriptional repressors (RecA-mediated autopeptidases)"
"EfmE1162_1076","COG1979","C","Uncharacterized oxidoreductases, Fe-dependent alcohol dehydrogenase family"
"EfmE1162_1038","COG1983","KT","Putative stress-responsive transcriptional regulator"
"EfmE1162_2321","COG1989","NOU","Type II secretory pathway, prepilin signal peptidase PulO and related peptidases"
"EfmE1162_1126","COG2001","S","Uncharacterized protein conserved in bacteria"
"EfmE1162_0425","COG2003","L","DNA repair proteins"
"EfmE1162_0179","COG2011","P","ABC-type metal ion transport system, permease component"
"EfmE1162_2168","COG2011","P","ABC-type metal ion transport system, permease component"
"EfmE1162_1457","COG2017","G","Galactose mutarotase and related enzymes"
"EfmE1162_1488","COG2017","G","Galactose mutarotase and related enzymes"
"EfmE1162_2119","COG2017","G","Galactose mutarotase and related enzymes"
"EfmE1162_2246","COG2017","G","Galactose mutarotase and related enzymes"
"EfmE1162_0619","COG2030","I","Acyl dehydratase"
"EfmE1162_2060","COG2035","S","Predicted membrane protein"
"EfmE1162_0158","COG2039","O","Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)"
"EfmE1162_0046","COG2065","F","Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase"
"EfmE1162_1206","COG2066","E","Glutaminase"
"EfmE1162_0733","COG2071","R","Predicted glutamine amidotransferases"
"EfmE1162_0161","COG2076","P","Membrane transporters of cations and cationic drugs"
"EfmE1162_1516","COG2081","R","Predicted flavoproteins"
"EfmE1162_1987","COG2084","I","3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases"
"EfmE1162_1350","COG2094","L","3-methyladenine DNA glycosylase"
"EfmE1162_0167","COG2103","R","Predicted sugar phosphate isomerase"
"EfmE1162_0851","COG2103","R","Predicted sugar phosphate isomerase"
"EfmE1162_2522","COG2116","P","Formate/nitrite family of transporters"
"EfmE1162_1344","COG2124","Q","Cytochrome P450"
"EfmE1162_2634","COG2131","F","Deoxycytidylate deaminase"
"EfmE1162_2220","COG2135","S","Uncharacterized conserved protein"
"EfmE1162_2221","COG2135","S","Uncharacterized conserved protein"
"EfmE1162_2001","COG2137","R","Uncharacterized protein conserved in bacteria"
